HY_id|PRED
6078549|50.9293610443647
6078556|74.9318111111111
6079039|49.21534631968497
6079169|59.756583162661094
6080057|75.69657183908046
6080110|75.75859958332596
6080208|59.097041568627446
6080382|76.36171312470609
6080540|72.44179205917872
6080710|58.09646094440374
6081016|73.73790967837704
6081182|37.68893333333334
6081211|49.766200088741996
6081722|77.48258743686868
6081727|82.16590428007848
6081731|73.2858509891889
6081995|51.76992378661964
6082399|55.32420456392182
6082633|51.677
6083174|67.1510848307093
6083491|60.46007991242474
6083763|67.56547800976065
6083804|69.56023828704957
6084268|63.511560776942346
6354034|48.50288071679878
6354896|55.084601298701294
6711171|23.88689285714286
6711308|43.760307692307684
6711337|51.13014022988506
6780628|60.198165912518846
6781089|57.30354796791444
6028735|26.040461904761905
6028920|33.679625
6032421|12.010549999999999
6032436|50.182
6034673|25.574043181818183
6034867|56.25533653846154
6035959|67.89495847960114
6037557|64.8176143334926
6037637|57.55164338296113
6038730|71.93258840097812
6042052|33.452000000000005
6043001|24.775133333333333
6043605|69.23636798245613
6043674|55.54404761904762
6043980|52.0424203921079
6075879|64.04951749195048
6076010|28.109341666666666
6076016|25.236960317460316
6076099|73.50659999999999
6076135|65.45332178661288
6076409|68.8635840178241
6076541|45.318
6076907|49.19125986842106
6076947|53.5563137254902
6076988|34.425000000000004
6077193|44.48716666666667
6077214|64.0643373015873
6077240|62.812328350536326
6077489|61.09611038011697
6077692|22.945780555555558
6077738|22.95155128205128
6077759|22.777890404040406
6077761|25.778557312252964
6077775|29.602840404040403
6077998|33.96291511035653
6077999|39.80063333333333
6078012|53.19549077069755
6078019|27.817387844611527
6078030|55.75716666666667
6078034|57.27074874686716
6078049|36.82305
6078132|55.66199999999999
6078156|74.5764584312115
6078293|15.790879946524063
6078351|76.92100409339922
6078415|50.943234848484856
6078984|33.058
6079147|68.40458271462069
6079177|42.0746
6079238|30.49656818181818
6079327|66.72468306763747
6079379|82.01065273823266
6079387|62.87654942489887
6079438|56.56588604258908
6079464|8.641201298701299
6079543|49.59251584101382
6079640|46.796642857142864
6079813|64.54758832972583
6079815|24.82429722222222
6079820|47.42888888888889
6079985|50.25067272727272
6080037|28.106074999999997
6080344|3.6012662550113523
6080349|26.90407565217392
6080352|19.38407728937729
6080353|18.583299511599513
6080425|16.746775641025643
6080427|27.086914743589745
6080442|59.260972549627795
6080477|38.3465
6080542|28.37873440860215
6080639|60.00536982097354
6080684|15.649529606625256
6080828|58.70087068250378
6080926|31.696493904649685
6080974|63.22717577416431
6081045|59.139974885844744
6081055|45.854615384615386
6081110|23.734171212121208
6081142|44.101
6081169|55.42126175902949
6081206|15.00791721849954
6081327|25.160462299000436
6081380|17.00295905616484
6081387|35.804
6081389|25.419916666666666
6081405|26.78961388888889
6081426|32.90028888888888
6081434|51.20699166666667
6081525|70.78708492342464
6081528|64.79499018281197
6081618|17.06757457679217
6081661|27.38264974937344
6081906|43.072491221033864
6081926|19.91473953488372
6081984|51.408700753114736
6082117|70.0710424165824
6082118|66.3643083740292
6082122|72.25437500742721
6082367|72.8161912878788
6082386|59.137
6082809|25.011625
6082882|24.71033333333333
6083205|65.3609258200768
6083404|22.248238636363634
6083568|21.477113888888887
6083859|36.229
6084138|27.454303896103898
6084171|20.304871425984558
6084172|23.95501064213564
6084383|16.215393939393937
6084567|6.92116
6084756|15.068471273291925
6134625|56.050104439914925
6136829|11.841692307692309
6133663|65.49829180674882
6135085|81.79926518439159
6134327|70.4218811690224
6134138|59.45422744360902
6137012|47.3545
6134861|43.72525
6133716|48.7505
6134884|53.23814920424403
6135556|47.96033333333333
6136094|50.54600000000001
6136778|60.987833333333334
6134366|12.996176515151515
6135110|13.227625044563279
6133813|53.511874999999996
6134403|71.36806267392168
6135491|32.78278605503024
6134426|43.49425925925926
6134926|58.807781994296064
6136335|78.78112676420668
6134720|76.55045570318389
6134254|43.645725000000006
6134777|50.18368382352941
6133841|72.87870036535784
6135816|63.73426715686276
6346426|62.89847470778727
6346201|60.152767299950106
6346399|45.562
6135926|15.258841711229945
6137026|37.256213186813184
6135998|46.976013431128266
6136727|67.486788715263
6135817|49.44253548387097
6136807|56.93053574213354
6133706|18.84778463203463
6135949|57.90612828282828
6136424|70.79897203141377
6136916|56.63254476405946
6136467|20.712490811573133
6136400|74.1089263979063
6136403|54.09688744588745
6135043|17.946136904761907
6135050|64.77436927239428
6134710|22.993508885166204
6134455|53.525999999999996
6135840|30.724
6520347|25.916242889420523
6520055|57.32768478299166
6520230|24.732189743589746
6520944|11.628901515151515
6521029|72.21442479575163
6525246|48.89583333333333
6527566|11.987416666666666
6528493|60.452
6529752|44.1298952958153
6530033|38.04130476190477
6530077|17.041193474277662
6530038|39.30156050420168
6530043|37.17341666666667
6134575|22.63424318181818
6135359|24.54634595959596
6711503|34.632999999999996
6711364|55.81488989674904
6711423|58.65849131629477
6744985|60.63232420246841
6745033|59.52829834303628
6745268|48.2007658456486
6745284|20.261939393939393
6745271|37.13777777777778
6745486|20.90478787878788
6747187|64.78129824561404
6747391|82.98664270478784
6754661|58.53289987938108
6756567|65.44062500000001
6760173|23.093125
6760753|23.463
6781680|65.80831421605215
6785310|51.58519315238739
6787679|74.12982834852485
6788221|18.785625
6791279|57.332598385167465
6789280|50.67473586829837
6800351|33.60714155145929
6798899|63.10694040880503
6811789|56.162003818939375
6814945|31.610438596491225
6815037|29.60327307692308
6815019|11.516154545454544
6815749|47.94932717086835
6815893|59.11824759318142
6781414|32.11399999999999
6785316|56.01269134199134
6819670|49.6917920212957
6823422|30.393466666666665
6823281|33.1274
6826987|38.3014375
6827957|12.658984848484849
6827958|47.57227867965368
6837575|58.43739996653545
6836985|56.44361037258024
6840164|40.54483333333334
6836990|57.18653745210728
6837632|55.28217617759748
6837516|53.577869227178056
6838541|31.82528571428572
6840272|11.174000000000001
6839530|50.92157292956086
6819090|47.974000000000004
6839550|56.12674818333578
6844304|38.05571129426129
6840200|52.821915229885064
6885753|23.23597272727273
6886831|48.323166666666665
6889108|48.35453963032582
6889115|28.348000000000003
6891577|51.651399773176436
6891580|26.920109848484845
6891589|49.25569844906314
6898948|48.761065179647936
6934196|42.43185714285714
6934452|44.23377832080201
6936068|2.590733179740143
6936095|21.694501515151515
6936182|2.63239984640681
6937880|54.81178485768294
6938818|28.270952380952377
6940481|46.46366582080201
6940897|51.74917571375603
6942738|24.106595238095238
6945175|15.112794080338265
6946602|44.47707777777778
6946644|44.643211111111114
6946679|18.61281818181818
6945195|21.64263898046398
6950447|18.988513334197123
6957195|55.45361552739375
6959948|50.95082142857142
6960000|55.23000381893937
6961597|43.398100729765595
6961653|34.15646774193549
6963515|39.515
6962596|48.11845044802867
6964168|44.624528639858546
6966151|44.48425134099617
6965615|25.3585461332359
6965649|36.83806923076923
6969489|30.629
6972051|51.48401536098311
6971695|25.088874999999998
6972873|51.08797475369458
6976434|17.138299999999997
6976464|60.534004807692305
6976468|49.58286805555556
7006455|24.44607738095238
6973538|17.574666666666666
6976472|42.50379498746867
7008542|22.358735714285718
7006642|44.50217619406737
7006630|36.499300000000005
7007777|29.81421428571428
6029648|70.62743783783783
6029670|51.74748340479848
6029872|55.43844827586207
6030782|49.27942429149798
6031276|66.61987599573257
6031758|62.57458333333334
6031877|42.55999999999999
6031977|67.33912355212357
6032161|65.72269368421053
6032163|54.760079999999995
6034245|64.91092585436245
6034349|42.87016666666666
6034368|41.785000000000004
6034947|51.334
6035453|50.389
6035834|71.08676190476191
6035893|53.536387684729064
6036224|65.0982697044335
6036468|38.14900000000001
6037660|54.572916666666664
6037918|42.769
6038017|46.263357142857146
6039371|49.5195
6039661|46.42171085858586
6039669|78.04670926640925
6039708|42.394
6040439|62.842999999999996
6040615|55.35540263157894
6041235|45.21524999999999
6041255|69.12929442508711
6041356|24.552
6041493|57.766909090909074
6042473|63.03417449963829
6042824|48.187
6042996|75.03725
6043432|68.11871125450179
6043516|59.65456790450928
6043715|48.297999999999995
6076330|48.35099999999999
6076653|60.73207142857143
6079895|65.54560407568574
6080008|65.75099999999999
6080674|70.0552619047619
6081470|57.746333333333325
6081562|62.087
6081711|72.09975
6082954|70.51540848827857
6343683|66.77733333333333
6354708|57.22429999999999
6710950|19.975
6711042|32.865
6711055|58.77047777777777
6711369|52.741049999999994
6029132|59.91468749999999
6032230|58.19632142857144
6032613|51.4381
6035831|65.84058333333334
6037694|83.41331666666667
6043888|76.81241666666666
6076155|50.76091666666667
6076208|54.670500000000004
6076510|46.5475
6076529|51.827
6076656|56.40141666666667
6076801|48.14366666666667
6077336|58.5457
6077499|33.815
6077581|19.654694444444445
6077809|61.1545
6078214|44.9125380952381
6078228|34.346
6078229|27.425
6078238|37.925
6078257|18.935225505050507
6078610|59.373894444444446
6078627|41.999
6079109|40.0225
6079209|52.68005263157894
6079788|41.738295112781955
6079791|42.61819548872181
6079795|52.49255263157895
6079796|44.938
6079797|46.155
6079800|36.964000000000006
6079803|43.8910625
6079909|24.058
6080254|55.81244285714287
6080272|37.14828571428572
6080628|47.614999999999995
6080896|54.65657142857143
6080931|45.37533333333334
6081128|40.333000000000006
6081209|22.891999999999996
6081260|43.75642857142857
6081296|55.743166666666674
6081317|48.150000000000006
6081912|61.42311666666667
6082159|44.896
6082799|42.64
6083433|55.516930409356725
6084178|60.85636197931698
6084357|48.301300000000005
6084451|45.718
6136759|68.46237355212355
6134323|58.0755
6133634|70.24571207314992
6134997|66.557
6133792|32.573499999999996
6136114|58.072
6134798|41.62744444444445
6134761|36.995
6346424|31.5305
6346171|50.67952777777778
6346124|75.49002070627583
6136118|61.243100000000005
6135382|47.039845238095246
6133603|64.85562962962963
6136061|73.37567729432729
6136569|38.31314285714286
6134295|41.666
6520144|59.055066666666676
6520957|50.416999999999994
6520971|28.919777777777778
6525236|37.949
6733173|21.933
6745148|41.165
6756411|26.738999999999997
6756925|46.937
6785272|53.985
6798401|15.682999999999998
6800158|23.915
6814955|63.23773333333334
6815051|64.133
6815726|65.6927
6833337|50.68418596491228
6840177|42.93696666666666
6885659|57.337019642857136
6889745|43.992000000000004
6934520|45.50856593406593
6938848|56.54579437229437
6940694|35.315
6945215|50.464
6959941|23.053285714285714
6960210|63.35248117991057
6960849|60.30909940476191
6961586|27.735000000000003
6961639|43.30799999999999
6961661|45.507
6963913|40.19500000000001
6963891|13.713424999999997
6964640|22.89
6964624|62.18620000000001
6965288|36.448
6967221|44.318
6971694|64.457
6971690|44.343666666666664
6967226|43.80499999999999
6973189|48.36497159090909
7006426|40.34922916666667
7009969|20.467000000000002
6028522|36.157436274509806
6028999|37.73891428571428
6029037|50.758714285714284
6029171|51.16633333333334
6029247|12.681531417390843
6029313|35.37341666666667
6029317|33.364
6029323|19.68539015151515
6029385|37.81528333333333
6029421|49.93600905706824
6029433|18.4518855770823
6029839|47.047
6029884|45.799241106719364
6029909|15.088074758454107
6029911|12.218751882637113
6030067|32.88811255411256
6030304|62.74266666666667
6030330|63.98666666666666
6030353|39.93518333333333
6030361|56.40170833333334
6030487|17.203166666666668
6030493|11.526171842650104
6030495|13.129505175983436
6030522|36.4605
6030803|46.73078136645963
6030805|24.871970238095237
6031123|31.8687
6031127|52.80688571428571
6031147|12.266276775271512
6031294|11.863183760683759
6031328|19.984336123552055
6031524|14.863354504682874
6031551|15.03434841598326
6031559|24.967172435897435
6031617|17.043073787409703
6031626|18.780711996336997
6031749|16.727570933668833
6031831|50.81047899159663
6031835|45.21642636867637
6031836|46.79555833333333
6031886|46.212414528380066
6031906|37.13791023809524
6031944|55.4883520979021
6032654|20.877897435897438
6032692|16.02827149142956
6032711|22.593136904761906
6032743|41.18521428571429
6033076|22.474304040404043
6033273|20.608037358101136
6033279|20.802434051231085
6033300|12.071363636363637
6033339|45.09871483021482
6033342|21.55289743589743
6033344|12.294901882637111
6033346|10.59590476190476
6033348|48.5349898989899
6033470|26.869875
6033502|13.927491098057288
6033570|54.04356470588235
6033680|40.294999999999995
6033709|24.982714285714284
6033730|20.114272435897437
6034476|17.148122807017543
6034496|27.7960747286058
6034497|34.431
6034507|25.72470952380952
6034511|18.69504095623757
6034664|20.086484523809524
6034668|15.19071550671551
6034682|33.36376666666667
6035001|20.770588235294117
6035059|36.65658928571428
6035099|12.661746965452846
6035107|25.630873406193075
6035116|12.529070673858264
6035265|44.48788095238095
6035313|13.008956284153006
6035319|14.597745676691726
6035526|12.796930994152046
6035528|28.084017307692307
6035529|27.199470238095238
6035539|16.427766666666667
6035548|28.822636363636366
6035877|54.498759259259245
6036002|48.40220659757399
6036064|40.98899547511312
6036144|50.919
6036424|23.479666666666667
6036586|10.915124583895638
6036617|11.97823879073825
6036627|29.814000000000004
6036664|39.94590064935065
6036666|18.791914159610883
6036697|30.01146663481446
6036700|27.479000000000003
6036715|15.654675010823615
6036716|23.06631680672269
6036847|14.278624774953144
6036868|30.131600000000002
6036881|42.11913333333333
6036906|19.854732348153394
6036971|46.86814285714286
6036972|47.233809523809526
6037089|8.69587465604775
6037144|37.489000000000004
6037536|41.62269565217391
6037675|39.435
6037768|8.131660256410257
6037779|47.182126163979106
6037862|45.03851358784893
6037939|56.456630952380955
6038123|43.797195652173905
6038343|46.26199999999999
6038347|38.76475000000001
6038493|17.882797377501724
6038538|7.828806841093926
6038566|11.965293010752687
6038573|11.945026448260464
6039039|22.70263333333333
6039176|7.436497594290939
6039192|14.957302689225042
6039207|20.226106356303077
6039333|18.516989188560803
6039810|18.608013859910578
6039833|33.86066666666667
6039849|23.951975
6039864|9.378989495798319
6039934|34.967333333333336
6040627|64.75466666666668
6040854|40.22058427854754
6040931|45.356208333333335
6041082|41.33368008255934
6041400|27.699
6041407|17.232903726708077
6041411|8.622857700780795
6041645|36.402499999999996
6041687|8.5403
6041694|26.733563690476196
6041813|36.19625294117647
6042295|19.89096161545502
6042306|36.031142857142854
6042311|52.44114285714285
6042380|38.266999999999996
6042498|25.427403295376127
6042654|17.267904761904763
6042655|21.66462727648695
6042735|19.88342542375734
6042764|22.998347222222222
6042969|15.570068468387984
6042972|11.97823879073825
6043016|42.842830924630924
6043040|19.09234317499366
6043243|10.18343109539305
6043244|6.461982976482977
6043573|34.62294368131869
6043653|54.22443333333333
6043655|49.353500000000004
6043706|48.07534575484575
6043726|55.181999999999995
6043739|26.61189661862528
6043775|39.33673809523809
6076152|59.086
6076361|47.307764705882356
6077246|42.60195747354497
6077861|49.02946153846153
6078525|53.967031372549016
6078527|37.90658928571429
6078530|11.835894675410817
6078531|11.835894675410817
6078532|20.924661899118483
6078755|12.951198709802352
6078756|26.957666666666665
6078764|48.201133655599335
6078807|63.10799999999999
6078810|62.185
6078811|60.379682982456146
6078823|16.114917367545736
6078832|11.524687877594936
6078833|26.213583333333332
6078836|21.75403921568627
6079069|36.56099999999999
6079204|52.38125925925925
6079941|56.851549999999996
6080375|17.97025
6081165|46.47305292173182
6081298|42.48672416676277
6082942|35.76794675324676
6083374|33.269061904761905
6083648|44.167033333333336
6083655|28.84733333333333
6083727|49.732
6083728|45.23376470588235
6083729|49.90951470588235
6083731|54.172916666666666
6083744|26.526791111111113
6083746|48.602714285714285
6083749|57.158341853391974
6084075|22.071770867600144
6084076|14.642070986289252
6084081|25.968111111111106
6084248|49.532992592592606
6084251|27.128625
6128918|38.74399999999999
6780639|7.767233686689475
6780841|13.529492730963494
6780887|30.877499999999998
6781085|62.422000000000004
6042804|38.584500000000006
6075821|41.396874999999994
6075846|37.39557142857143
6075999|22.030200188614234
6076066|10.548503032742207
6076768|18.820947222222223
6077070|16.163346203812804
6077105|16.80219480519481
6078094|58.48108333333332
6079235|30.441375
6079251|12.290801587301589
6079999|40.80611610671936
6080223|26.625700000000002
6080459|10.656225990209673
6080707|54.439249999999994
6081120|9.508723743647655
6081192|9.944582593297763
6081271|9.731568711964366
6081272|21.88228765401266
6081436|20.229999999999997
6081442|35.005
6081477|30.2577
6081579|4.7915983436853
6081582|11.46504761904762
6081687|14.82322305764411
6081879|7.162676543832333
6082086|15.2881
6082096|25.161149038461538
6082110|31.444866666666666
6082135|12.56220404040404
6083203|50.702445652173914
6083204|47.97636231884057
6083265|12.681531417390843
6083614|31.272075
6083698|36.08
6083699|19.198251287694045
6083716|12.243287878787878
6084405|21.97945454545454
6084406|21.455422238658777
6084684|8.705072369659327
6136723|54.72580000000001
6134648|49.533589134939135
6136797|50.46379411764707
6134621|55.7311509127789
6134733|41.191094536286435
6135376|24.28130831265509
6136104|57.11755000000001
6133737|33.88852789480394
6134557|20.003721212121214
6134812|26.581936507936508
6134923|27.48085614035088
6135402|32.330715134047054
6137023|34.42201948187314
6135559|35.30136907536907
6133743|35.30136907536907
6134896|35.30136907536907
6133798|47.209
6134427|28.944000000000006
6346121|16.67339743589744
6346252|19.27580952380952
6134434|56.7178
6135284|43.243259259259254
6136366|45.409
6135960|58.71124999999999
6133946|52.01846428571429
6136014|36.81145287356322
6135478|27.210852941176473
6346203|16.004
6136304|16.093414182307125
6136761|18.175019607843133
6136838|26.198
6136618|13.701741173519782
6135630|19.524969090386406
6135030|11.854929191285242
6134950|12.340888792367053
6136865|46.357704414150405
6134967|24.1738439608637
6136324|26.052314393939394
6136195|20.832541666666664
6520216|27.376809529505586
6526875|7.552804934103429
6528251|55.052
6528544|15.855685958664992
6528483|24.917571428571428
6528511|14.378883333333334
6528495|14.378883333333334
6528484|18.615166666666667
6528539|12.957925366300367
6694775|14.353381313131313
6136240|49.41500925925926
6135191|38.9594065934066
6520091|36.21654761904762
6520236|12.766895593261308
6728821|17.1505
6744994|11.055966431009777
6753981|48.27201089743589
6135751|23.16616666666667
6711371|11.603945288193783
6744990|39.74550000000001
6757936|15.986408771929822
6757950|16.725085333896875
6135689|31.086000000000002
6786895|37.79342857142858
6786819|14.922998884465486
6786863|19.67031948051948
6791837|25.359030303030305
6811754|27.100886752136752
6811680|25.624940909090913
6811836|26.15444487734488
6811670|28.87869444444444
6811737|10.471990570299265
6819164|21.5207873015873
6819175|16.796249999999997
6819112|10.965349284158107
6824608|40.858000000000004
6819156|10.635
6819053|10.548862667596683
6819018|14.603374074074074
6838526|11.059854288963717
6838543|11.868339790551328
6836167|12.402205450049275
6838545|11.79819808405751
6843478|17.87427456612246
6843504|13.221511111111113
6843514|12.356032098243636
6889151|12.356032098243636
6891568|29.7125
6891912|9.11260052910053
6940881|37.550375
6940888|11.064862206381115
6940904|20.79996666666667
6940941|11.003355088267504
6940958|10.813239059678235
6942645|34.915625
6940963|9.940801587301587
6946645|30.468286111111116
6963922|14.16376078088578
6976741|14.741411699411703
6030165|74.20467407407406
6030226|60.29068095238095
6030229|63.463
6030265|62.31057777777778
6031605|63.82958333333333
6031819|78.2871
6032048|46.71143333333333
6033626|47.5444
6033649|62.059514285714286
6033760|76.25219166666668
6033809|63.02633333333333
6034063|57.09522222222222
6034336|60.279650000000004
6036019|91.93969642857144
6036190|66.57835714285713
6036302|60.354575757575766
6037544|70.44456666666667
6037865|73.40097883597883
6038898|65.91683333333333
6038902|52.516999999999996
6038977|76.03946666666666
6038986|75.01218571428572
6038993|60.24000000000001
6039007|78.18452407407408
6039010|71.2532
6039011|77.5889074074074
6039020|75.26034651985523
6039353|44.286
6039641|69.67349999999999
6040498|70.386
6040553|62.0618142857143
6040555|60.469800000000006
6043610|90.9373574074074
6043682|61.97475657894736
6043921|25.532
6076913|77.92099074074073
6078456|42.916
6079414|81.05477407407406
6081048|80.381
6082403|48.76521428571428
6353948|69.65154102564102
6354035|43.623000000000005
6711330|82.3838
6711409|83.23014242424242
6711462|67.83263157894737
6780647|51.590333333333334
6780749|73.73494193121694
6030218|42.168
6033594|41.50599999999999
6076056|44.612333333333325
6076519|61.16925
6076766|75.162
6076984|62.98333333333333
6077523|46.297000000000004
6077653|59.954579499447924
6077719|31.935000000000002
6079193|28.392999999999994
6080396|77.42313611111112
6080855|57.224000000000004
6080857|54.737
6081020|60.90908333333333
6081499|30.918
6081859|70.64280000000001
6081982|48.917500000000004
6082177|38.06
6134958|74.4680238095238
6133665|92.81045454545455
6134230|55.787
6133881|47.78000000000001
6135879|48.992
6135350|81.59906666666667
6135602|57.31600000000001
6135908|20.851
6134786|31.011000000000003
6134822|48.775999999999996
6134222|71.8255
6137009|63.492
6135677|40.61833333333333
6133880|8.157571428571428
6520345|67.41211666666666
6520272|72.50226785714287
6520379|68.66614285714284
6520310|69.7337090909091
6520317|76.24695187622395
6525222|73.52
6744214|73.94872222222223
6753442|91.576
6787676|79.93700000000001
6798783|89.67590740740742
6815050|12.5
6815011|56.1245
6889754|49.28363333333333
6891008|35.330999999999996
6891011|42.134
6934477|50.62200000000001
6962985|65.43909523809523
6079838|79.38999999999999
6081399|53.8745
6747351|101.53099999999999
6787590|44.617
6791442|72.008
6791438|24.613000000000007
6791340|52.84285416666667
6791293|29.176
6791771|69.393
6815728|87.73800000000001
6836980|48.138
6889768|54.95400000000001
6889833|44.725
6934650|44.198833333333326
6938820|65.20400000000001
6940713|51.189
6945295|23.883
6945365|15.0
6945355|28.165
6945209|57.799
6946674|59.65899999999999
6898934|61.961755952380955
6973525|52.326
